,form,lemma
3620,"Men FNs menneskerettigheter likestiller beskyttelsen mot diskriminering på begge grunnlag selv om « rase » er noe man er født med og religion noe man kan , i teorien , « velge » .","men FN menneskerettighet likestille beskyttelse mot diskriminering på begge grunnlag selv om $"" rase $"" være noe man være føde med og religion noe man kunne $, i teori $, $"" velge $"" $."
3621,Med « blasfemi » tenker de fleste på « gudsbespottelse » .,"med $"" blasfemi $"" tenke de mange på $"" gudsbespottelse $"" $."
3622,I vanlig språkbruk er det vanskelig å se skillet mellom blasfemi og f.eks. oppfordring til religiøst hat .,i vanlig språkbruk være det vanskelig å se skille mellom blasfemi og f.eks. oppfordring til religiøs hat $.
3623,Ethvert forslag til lovgivning på feltet kan derfor sees som et hinder for religionskritikk .,enhver forslag til lovgivning på felt kunne derfor se som en hinder for religionskritikk $.
3624,"I Europarådets gjennomgang av europeiske lovtekster mot straffbare handlinger knyttet til religion er dette skillet tydelig ; her omtales , i tillegg til blasfemi , handlinger som f.eks. oppfordring til religiøst hat .","i Europarådet gjennomgang av europeisk lovtekst mot straffbar handling knytte til religion være dette skille tydelig $; her omtale $, i tillegg til blasfemi $, handling som f.eks. oppfordring til religiøs hat $."
3625,"Her er det ingen motsetning mellom rettslig vern mot oppfordring til religiøst hat - som anbefales av Europarådet - på den ene siden , og religionskritikk , ytringsfrihet og demokrati på den andre .","her være det ingen motsetning mellom rettslig vern mot oppfordring til religiøs hat $- som anbefale av Europarådet $- på den ene side $, og religionskritikk $, ytringsfrihet og demokrati på den andre $."
3626,Til syvende og sist er lovgivning alene ikke tilstrekkelig til å sikre demokrati .,til syvende og sist være lovgivning alene ikke tilstrekkelig til å sikre demokrati $.
3627,Ytringsfrihet bærer med seg både rettigheter og plikter .,ytringsfrihet bære med seg både rettighet og plikt $.
3628,God lovgivning kan være en god påminnelse om begge deler .,god lovgivning kunne være en god påminnelse om begge del $.
3629,Nye tider i Malaysia |,ny tid i Malaysia $|
3630,Malaysia har fått ny statsminister .,Malaysia ha få ny statsminister $.
3631,"Stafettvekslingen har ikke skjedd uten spenning , og det er ikke klart hvordan den nye etappen blir .","stafettveksling ha ikke skje uten spenning $, og det være ikke klar hvordan den ny etappe bli $."
3632,"Sammenlignet med sine nærmeste naboer , Thailand og Singapore , kan Malaysia muligens plasseres midt på treet når det gjelder demokratisk utvikling .","sammenligne med sin nær nabo $, Thailand og Singapore $, kunne Malaysia muligens plassere midt på tre når det gjelde demokratisk utvikling $."
3633,"I Thailand har politisk maktovertagelse skjedd etter massedemonstrasjoner , og politiske konfrontasjoner er flere ganger blitt « løst » gjennom militærkupp .","i Thailand ha politisk maktovertagelse skje etter massedemonstrasjon $, og politisk konfrontasjon være mange gang bli $"" løse $"" gjennom militærkupp $."
3634,"I Singapore går alt mer pent og pyntelig for seg , men slik blir det gjerne når nasjonen egentlig er en ettpartistat .","i Singapore gå alt mye pen og pyntelig for seg $, men slik bli det gjerne når nasjon egentlig være en ettpartistat $."
3635,I Malaysia har det nettopp vært vaktskifte :,i Malaysia ha det nettopp være vaktskifte $:
3636,"Tun Abdullah Ahmad Badawi har gitt stafettpinnen videre til Datuk Seri Najib Razak , som blir ny statsminister .","Tun Abdullah Ahmad Badawi ha gi stafettpinne vid til Datuk Seri Najib Razak $, som bli ny statsminister $."
3637,"Dette er en direkte følge av det som ble omtalt som en « politisk tsunami » i fjor , da regjeringspartiet , for første gang , fikk mindre enn to tredjedels flertall i parlamentet .","dette være en direkte følge av det som bli omtale som en $"" politisk tsunami $"" i fjor $, da regjeringsparti $, for første gang $, få liten enn to tredjedels flertall i parlament $."
3638,Badawi var sterkt ønsket som leder da han kom til makten for fem år siden .,Badawi være sterk ønske som leder da han komme til makt for fem år siden $.
3639,"Mange var lei av forgjengeren , Dr. Mahatir Mohammed ( « Dr. M. » ) , som hadde styrt landet på tilnærmet eneveldig vis i 22 år .","mange være lei av forgjenger $, dr. Mahatir Mohammed $( $"" dr. M. $"" $) $, som ha styre land på tilnærmet eneveldig vis i 22 år $."
3640,"I tillegg til å slå ned på alle tegn til politisk motstand , og på « regimenegative » ytringer i medier , var « Dr. M » også arkitekten bak Malaysias policy med å favorisere majoriteten - malayene - i det fleretniske landet , på bekostning av minoritetene , særlig kinesere og indere .","i tillegg til å slå ned på all tegn til politisk motstand $, og på $"" regimenegativ $"" ytring i medium $, være $"" dr. M $"" også arkitekt bak Malaysia policy med å favorisere majoritet $- malay $- i det fleretnisk land $, på bekostning av minoritet $, særlig kineser og inder $."
3641,Badawi vil bli husket fordi han tillot mer ytringsfrihet enn « Dr. M. »,"Badawi ville bli huske fordi han tillate mye ytringsfrihet enn $"" dr. M. $"""
3642,Det var også i Badawis tid at opposisjonen i Malaysia klarte å gjøre seg gjeldende .,det være også i Badawi tid at opposisjon i Malaysia klare å gjøre seg gjeldende $.
3643,"Men opposisjonens sterkere stilling resulterte også i store tap for Badawis parti , og fremskyndet hans egen exit fra politikken .","men opposisjon sterk stilling resultere også i stor tap for Badawi parti $, og fremskynde hans egen exit fra politikk $."
3644,Badawi hadde ambisjoner om å fjerne systemisk korrupsjon og å reformere rettssystemet .,Badawi ha ambisjon om å fjerne systemisk korrupsjon og å reformere rettssystem $.
3645,Han hadde også planer om å fornye politiet og den offentlige forvaltning .,han ha også plan om å fornye politi og den offentlig forvaltning $.
3646,Ikke på noen av disse områdene har vi sett nevneverdige endringer i positiv retning .,ikke på noen av disse område ha vi se nevneverdig endring i positiv retning $.
3647,Badawis siste tale til sitt eget parti var en advarsel - og kanskje også et tegn på hva vi kan forvente oss med Razak .,Badawi sist tale til sin egen parti være en advarsel $- og kanskje også en tegn på hva vi kunne forvente vi med Razak $.
3648,Badawi advarte nemlig mot diskriminering av etniske minoriteter og bruk av udemokratiske midler for å ramme politiske motstandere .,Badawi advare nemlig mot diskriminering av etnisk minoritet og bruk av udemokratisk middel for å ramme politisk motstander $.
3649,"Den nye statsministeren , Razak , har pustet og åndet politikk i et langt liv .","den ny statsminister $, Razak $, ha puste og ånde politikk i en lang liv $."
3650,"I tillegg til å ha sittet i parlamentet siden han var 23 år , er han også sønnen til Malaysias annen statsminister og nevøen til den tredje .","i tillegg til å ha sitte i parlament siden han være 23 år $, være han også sønn til Malaysia annen statsminister og nevø til den tredje $."
3651,Alternative aktuelle statsministerkandidater har det ikke vært lett å få øye på .,alternativ aktuell statsministerkandidat ha det ikke være lett å få øye på $.
3652,Razak starter ikke i sin nye jobb med blanke ark og nye fargestifter .,Razak starte ikke i sin ny jobb med blank ark og ny fargestift $.
3653,Det går rykter om at han har mottatt bestikkelser .,det gå rykte om at han ha motta bestikkelse $.
3654,I tillegg er han blitt knyttet til et drap som har alle elementer av skandale :,i tillegg være han bli knytte til en drap som ha all element av skandale $:
3655,"Utroskap , en utenlandsk kvinne og militære eksplosiver brukt som drapsvåpen .","utroskap $, en utenlandsk kvinne og militær eksplosiv bruke som drapsvåpen $."
3656,Razak har benektet alle beskyldninger .,Razak ha benekte all beskyldning $.
3657,Razak skal lede Malaysia gjennom finanskrisen og økende arbeidsledighet .,Razak skulle lede Malaysia gjennom finanskrise og øke arbeidsledighet $.
3658,Det er i dag mange som spør seg om han er rett mann for jobben .,det være i dag mange som spørre seg om han være rett mann for jobb $.
3659,Alle har vært spent på hvordan Razak skulle sette sammen sin regjering .,alle ha være spent på hvordan Razak skulle sette sammen sin regjering $.
3660,Det er nettopp blitt kjent at « Dr. M. » s sønn kommer inn i regjeringen .,"det være nettopp bli kjenne at $"" dr. M. $"" s sønn komme inn i regjering $."
3661,Dette kan være et tilbakeskritt :,dette kunne være en tilbakeskritt $:
3662,Mange kommentatorer frykter at « Dr. M. » herved gjenoppstår politisk .,"mange kommentator frykte at $"" dr. M. $"" herved gjenoppstå politisk $."
3663,Så skåler vi igjen !,så skåle vi igjen $!
3664,Ulike drikkemønstre .,ulik drikkemønster $.
3665,Kutte skjenketiden .,kutte skjenketid $.
3666,For å få ned alkoholkonsumet i Norge må det tas i bruk sterkere virkemidler enn dem vi har i dag .,for å få ned alkoholkonsum i Norge måtte det ta i bruk sterk virkemiddel enn de vi ha i dag $.
3667,Turister som kommer til Norge blir ofte mektig imponert over norsk natur ; samtidig blir mange overrasket ved sitt første møte med fulle nordmenn .,turist som komme til Norge bli ofte mektig imponere over norsk natur $; samtidig bli mange overraske ved sin første møte med full nordmann $.
3668,"Blir man boende her i landet , inngår norsk drikkekultur som en del av integreringskurven .","bli man bo her i land $, inngå norsk drikkekultur som en del av integreringskurve $."
3669,Først reagerer man som norske barn og synes det er utrivelig at kjære og kjente plutselig forandrer seg .,først reagere man som norsk barn og synes det være utrivelig at kjær og kjent plutselig forandre seg $.
3670,"Etterhvert lærer man seg at det er forskjell på det å være , for eksempel , i godt humør , småbrisen , pussa , brisen , god og brisen , småfull , full og « dritings » .","etterhvert lære man seg at det være forskjell på det å være $, for eksempel $, i god humør $, småbrisen $, pussa $, brisen $, god og brisen $, småfull $, full og $"" dritings $"" $."
3671,"Rus har en klar sosial dimensjon ; man drikker for å signalisere noe om hvem man er , og hvem man ikke er .","rus ha en klar sosial dimensjon $; man drikke for å signalisere noe om hvem man være $, og hvem man ikke være $."
3672,"Vi ser derfor ulike drikkemønstre , avhengig av sosiale lag og subkulturer i Norge i dag .","vi se derfor ulik drikkemønster $, avhengig av sosial lag og subkultur i Norge i dag $."
3673,"Likevel er det mulig å si , når man sammenligner med mange land , at alkohol har en helt annen - og større - plass i det norske samfunnet .","likevel være det mulig å si $, når man sammenligne med mange land $, at alkohol ha en hel annen $- og stor $- plass i det norsk samfunn $."
3674,"Et blikk på norske drikkevaner , sett utenfra , viser hvor tett disse henger sammen med kulturelle normer .","en blikk på norsk drikkevane $, se utenfra $, vise hvor tett disse henge sammen med kulturell norm $."
3675,"For nordmenn kan alkohol ha mange funksjoner ; den kan signalisere kos , « roe ned nervene » , eller gi mot til å gjøre noe man gruer seg for .","for nordmann kunne alkohol ha mange funksjon $; den kunne signalisere kos $, $"" roe ned nerve $"" $, eller gi mot til å gjøre noe man grue seg for $."
3676,"Der jeg vokste opp , i Malaysia , er mat og sosialt samvær , meditasjon eller en stille bønn vanlige virkemidler i slike situasjoner , ikke alkohol .","der jeg vokse opp $, i Malaysia $, være mat og sosial samvær $, meditasjon eller en stille bønn vanlig virkemiddel i slik situasjon $, ikke alkohol $."
3677,"Når noen har drukket for mye i Norge , både gjør og sier de ting de ikke ville ha funnet på i edru tilstand .","når noen ha drikke for mye i Norge $, både gjøre og si de ting de ikke ville ha finne på i edru tilstand $."
3678,Slike episoder kan bli gjenfortalt og utbrodert i lystige lag senere .,slik episode kunne bli gjenfortelle og utbrodere i lystig lag sen $.
3679,"Men hvis noen blir fulle i et malaysisk selskap , vil de fleste synes at det er både uakseptabelt og pinlig , Hovedpersonene selv vil håpe at episoden vil gå i glemmeboken raskest mulig .","men hvis noen bli full i en malaysisk selskap $, ville de mange synes at det være både uakseptabel og pinlig $, hovedperson selv ville håpe at episode ville gå i glemmebok rask mulig $."
3680,Fenomenet norsk drikking er ikke statisk .,fenomen norsk drikking være ikke statisk $.
3681,"I vikingtiden var det ikke bare sosialt akseptert , men forventet at man skulle drikke seg full - ellers kunne andre tro at man hadde noe å skjule .","i vikingtid være det ikke bare sosial akseptere $, men forvente at man skulle drikke seg full $- ellers kunne annen tro at man ha noe å skjule $."
3682,Med økt velstand kom også mer « sofistikerte » drikkevaner med vin i hverdagen .,"med øke velstand komme også mye $"" sofistikert $"" drikkevane med vin i hverdag $."
3683,I tillegg har også kvinner begynt å drikke « som menn » .,"i tillegg ha også kvinne begynne å drikke $"" som mann $"" $."
3684,Norsk alkoholkonsum er på vei oppover .,norsk alkoholkonsum være på vei oppover $.
3685,"Alkoholforbruket i Norge er rekordhøyt , og har økt fra 3,45 liter pr. person i 1960 til 6,6 liter i 2007 , en økning på 90 prosent .","alkoholforbruk i Norge være rekordhøy $, og ha øke fra 3,45 liter pr. person i 1960 til 6,6 liter i 2007 $, en økning på 90 prosent $."
3686,Alkoholbruk skader også andre enn den som drikker .,alkoholbruk skade også annen enn den som drikke $.
3687,"I EU regner en med at 60000 nyfødte pr. år er undervektige som følge av morens alkoholbruk , og at hele 9 millioner barn lever i familier med alkoholproblem .","i EU regne en med at 60000 nyfødt pr. år være undervektig som følge av mor alkoholbruk $, og at hel 9 million barn leve i familie med alkoholproblem $."
3688,I tillegg antar man at alkohol tar 10000 « uskyldige » liv hvert år grunnet promillekjøring .,"i tillegg anta man at alkohol ta 10000 $"" uskyldig $"" liv hver år grunnet promillekjøring $."
3689,At alkohol spiller en rolle ved drap og annen vold kjenner vi også fra norske forhold .,at alkohol spille en rolle ved drap og annen vold kjenne vi også fra norsk forhold $.
3690,"En EU-rapport fra 2006 foreslår blant annet tøffere tiltak mot promillekjøring , høyere avgifter samt å gjøre alkohol enda mindre tilgjengelig .","en EU-rapport fra 2006 foreslå blant annen tøff tiltak mot promillekjøring $, høy avgift samt å gjøre alkohol enda liten tilgjengelig $."
3691,"Regjeringens nye mantra for å forebygge mer og reparere mindre , lover ikke mye når det gjelder alkoholskader .","regjering ny mantra for å forebygge mye og reparere liten $, love ikke mye når det gjelde alkoholskade $."
3692,Det foreslås å kutte ned skjenketiden med én time .,det foreslå å kutte ned skjenketid med én time $.
3693,Myndighetene har tidligere klart å endre drikkeadferd for eksempel i forbindelse med bilkjøring og hos gravide kvinner .,myndighet ha tidlig klare å endre drikkeadferd for eksempel i forbindelse med bilkjøring og hos gravid kvinne $.
3694,"De kan endre norske drikkevaner , og -uvaner .","de kunne endre norsk drikkevane $, og -uvane $."
3695,Men det skal mer til enn tradisjonelle og lite kraftfulle virkemidler .,men det skulle mye til enn tradisjonell og lite kraftfull virkemiddel $.
3696,Trolig vil sommerturistene fortsatt imponeres av norsk natur og gremmes av norsk drikkekultur .,trolig ville sommerturist fortsatt imponere av norsk natur og gremme av norsk drikkekultur $.
3697,Å ta fremmedfrykt alvorlig |,å ta fremmedfrykt alvorlig $|
3698,Politisk korrekte .,politisk korrekt $.
3699,"Konstruktiv , ikke krenkende .","konstruktiv $, ikke krenke $."
3700,For å komme lenger i rasismedebatten må vi ta fremmedfrykt alvorlig .,for å komme lang i rasismedebatt måtte vi ta fremmedfrykt alvorlig $.
3701,Vi kan ikke fortsette å føyse det bort som bare noe irrasjonelt .,vi kunne ikke fortsette å føyse det bort som bare noen irrasjonell $.
3702,"Enkelte bruker en rasismedefinisjon som er så snever at antall rasister i Norge begrenses til et fåtall ; de "" frikjenner "" dermed seg selv fra rasiststempelet .","enkelt bruke en rasismedefinisjon som være så snever at antall rasist i Norge begrense til en fåtall $; de $"" frikjenne $"" dermed seg selv fra rasiststempel $."
3703,"Andre bruker et utvidet rasismebegrep hvor "" alt "" er rasisme og "" hvor det bor en rasist i hver av oss "" .","annen bruke en utvide rasismebegrep hvor $"" alt $"" være rasisme og $"" hvor det bo en rasist i hver av vi $"" $."
3704,Dette gir lite rom for å ta alvorlig folks opplevde frykt for det fremmede .,dette gi lite rom for å ta alvorlig folk oppleve frykt for det fremmed $.
3705,"I denne sammenheng er det nyttig å bli minnet om at FNs rasediskrimineringskonvensjon og norsk lovgivning skiller mellom direkte diskriminering , hvor negativ forskjellsbehandling er det man ønsker å oppnå , og indirekte diskriminering , hvor negativ forskjellsbehandling er en utilsiktet konsekvens av handlingen .","i denne sammenheng være det nyttig å bli minne om at FN rasediskrimineringskonvensjon og norsk lovgivning skille mellom direkte diskriminering $, hvor negativ forskjellsbehandling være det man ønske å oppnå $, og indirekte diskriminering $, hvor negativ forskjellsbehandling være en utilsiktet konsekvens av handling $."
3706,Både direkte og indirekte diskriminering er ulovlig i Norge .,både direkte og indirekte diskriminering være ulovlig i Norge $.
3707,Rasismedebatten viser at ikke alle er klar over dette .,rasismedebatt vise at ikke alle være klar over dette $.
3708,"Det betyr imidlertid ikke at alle som indirekte diskriminerer , egentlig er rasister .","det bety imidlertid ikke at alle som indirekte diskriminere $, egentlig være rasist $."
3709,"Fremskrittspartiet tilbyr sine velgere rett til å være skeptiske mot innvandrere og et legitimt rom for deres uro og ubehag i møtet med "" det flerkulturelle Norge "" .","Fremskrittspartiet tilby sin velger rett til å være skeptisk mot innvandrer og en legitim rom for deres uro og ubehag i møte med $"" det flerkulturell Norge $"" $."
3710,Krav stilles til innvandrere slik at uroen og ubehaget skal dempes .,krav stille til innvandrer slik at uro og ubehag skulle dempe $.
3711,"Andre , mer politisk korrekte meningsytrere , tilbyr en motsatt strategi :","annen $, mye politisk korrekt meningsytrer $, tilby en motsatt strategi $:"
3712,Det er flaut med fremmedfrykt .,det være flau med fremmedfrykt $.
3713,""" skikkelige "" folk driver ikke med sånt .","$"" skikkelig $"" folk drive ikke med sånt $."
3714,"Det stilles først og fremst krav til majoriteten ; innvandrernes væremåter som kan oppleves som uvante , skal forstås .","det stille først og fremre krav til majoritet $; innvandrer væremåte som kunne oppleves som uvant $, skulle forstå $."
3715,"Som innvandrer kan jeg foretrekke den siste tilnærmingen fremfor den første , men ingen av dem bidrar konstruktivt til å øke vår evne til sameksistens .","som innvandrer kunne jeg foretrekke den sist tilnærming fremfor den første $, men ingen av de bidra konstruktiv til å øke vår evne til sameksistens $."
3716,"Fremmedfrykt oppleves av alle , uansett om man tilhører majoritet eller minoritet .","fremmedfrykt oppleves av alle $, uansett om man tilhøre majoritet eller minoritet $."
3717,"Sameksistens krever noe av alle , uansett bakgrunn .","sameksistens kreve noe av alle $, uansett bakgrunn $."
3718,"Når man legger til grunn at Norge i dag er et gjennomsekularisert og individorientert samfunn , kan det være krevende for både majoritet og minoritet at enkelte har en religiøs identitet syv dager i uken - ikke bare når de skal døpes , gifte seg og begraves - og som fremhever storfamilien heller enn individet .","når man legge til grunn at Norge i dag være en gjennomsekularisere og individorientert samfunn $, kunne det være kreve for både majoritet og minoritet at enkelt ha en religiøs identitet syv dag i uke $- ikke bare når de skulle døpe $, gifte seg og begrave $- og som fremheve storfamilie heller enn individ $."
3719,"Videre , majoriteten lever i den tro at ytringsfrihet i Norge er noe absolutt og ubegrenset .","vid $, majoritet leve i den tro at ytringsfrihet i Norge være noen absolutt og ubegrenset $."
3720,"Man glemmer at denne friheten alltid har hatt lovbestemte grenser mot , f.eks. rasisme , blasfemi og pornografi .","man glemme at denne frihet alltid ha ha lovbestemt grense mot $, f.eks. rasisme $, blasfemi og pornografi $."
3721,Derfor kan resepten til utenriksminister Jonas Gahr Støre om en mer gjennomtenkt tilnærming til ytringsfrihet - der ord må veies slik at de ikke krenker andre - oppleves som frihetsbegrensende .,derfor kunne resept til utenriksminister Jonas Gahr Støre om en mye gjennomtenke tilnærming til ytringsfrihet $- der ord måtte veie slik at de ikke krenke annen $- oppleves som frihetsbegrense $.
3722,"Hvis vi skyver ytringsfriheten foran oss i rasismedebatten , tar vi ikke nok ansvar for konsekvensen av våre handlinger .","hvis vi skyve ytringsfrihet foran vi i rasismedebatt $, ta vi ikke nok ansvar for konsekvens av vår handling $."
3723,"Men hvis vi ikke - med utgangspunkt i ytringsfriheten - kan snakke om frykten og ubehaget vi kan føle i møte med mangfoldet , vil sameksistens bli nesten umulig .","men hvis vi ikke $- med utgangspunkt i ytringsfrihet $- kunne snakke om frykt og ubehag vi kunne føle i møte med mangfold $, ville sameksistens bli nesten umulig $."
3724,Noe av det vi må samtale om er :,noen av det vi måtte samtale om være $:
3725,"Hvordan forklare fenomener som virker uforenlige for "" folk flest "" , for eksempel det å være hijabbærende og feminist på samme tid ?","hvordan forklare fenomen som virke uforenlig for $"" folk mange $"" $, for eksempel det å være hijabbærende og feminist på samme tid $?"
3726,Hvordan kan man kritisere kulturell og religiøs praksis på en måte som er konstruktiv og ikke krenkende ?,hvordan kunne man kritisere kulturell og religiøs praksis på en måte som være konstruktiv og ikke krenke $?
3727,"Kunnskap , møteplasser med takhøyde , folk som tør gå foran med de vanskelige spørsmålene , samt tydelige lovgrenser for hva som er uakseptabelt , er noe av det som kan øke vår evne til sameksistens .","kunnskap $, møteplass med takhøyde $, folk som tørre gå foran med de vanskelig spørsmål $, samt tydelig lovgrense for hva som være uakseptabel $, være noen av det som kunne øke vår evne til sameksistens $."
3728,Her har vi alle en utfordring .,her ha vi all en utfordring $.
3729,Obama-koden |,Obama-kode $|
3730,En talens mester .,en tale mester $.
3731,Kontakt og inkludering .,kontakt og inkludering $.
3732,Håp og endring .,håp og endring $.
3733,Motiverer til innsats .,motivere til innsats $.
3734,AUF-leder Martin Henriksen skulle ønske at statsminister Jens Stoltenberg begeistret velgerne mer .,AUF-leder Martin Henriksen skulle ønske at statsminister Jens Stoltenberg begeistre velger mye $.
3735,Muligens burde flere politikere lære å knekke Obama-koden .,muligens burde mange politiker lære å knekke Obama-kode $.
3736,Fra mitt partifrie ståsted kunne Henriksens sukk også gjelder de andre partilederne :,fra min partifri ståsted kunne Henriksen sukk også gjelde de annen partileder $:
3737,Når ble du eller jeg sist begeistret for en leder av et politisk parti ?,når bli du eller jeg sist begeistre for en leder av en politisk parti $?
3738,Den stadig synkende valgdeltagelsen kan tyde på at Obama-koden kan være det som skal til for å vekke mer begeistring hos velgerne .,den stadig synke valgdeltagelse kunne tyde på at Obama-kode kunne være det som skulle til for å vekke mye begeistring hos velger $.
3739,"Nylig var Barack Obama i Berlin hvor han holdt en tale som demonstrerte , nok en gang , at han er en mester i talekunst .","nylig være Barack Obama i Berlin hvor han holde en tale som demonstrere $, nok en gang $, at han være en mester i talekunst $."
3740,"Dagsavisen var så begeistret at den - på forsiden - omtalte Obama som "" president av Europas forente stater "" .","Dagsavisen være så begeistre at den $- på forside $- omtale Obama som $"" president av Europa forene stat $"" $."
3741,Hva er hemmeligheten ?,hva være hemmelighet $?
3742,Retorikk krever at man taler både til hjerte og hjerne .,retorikk kreve at man tale både til hjerte og hjerne $.
3743,"Retorikkens repertoar er logos ( saksargumenter ) , pathos ( følelsesargumenter ) og ethos ( moralske argumenter ) .","retorikk repertoar være logos $( saksargument $) $, pathos $( følelsesargument $) og ethos $( moralsk argument $) $."
3744,"Alle elementene finnes i Obamas Berlin-tale , men pathos dominerer ; Obama vekker positive følelser .","all element finnes i Obama Berlin-tale $, men pathos dominere $; Obama vekke positiv følelse $."
3745,Obama begynner med sin fars drøm om frihet og et bedre liv i USA .,Obama begynne med sin far drøm om frihet og en god liv i USA $.
3746,"Han følger opp med å si at grunnen til at alle har kommet for å høre på ham , er at de deler den samme drømmen om frihet og et bedre liv .","han følge opp med å si at grunn til at alle ha komme for å høre på han $, være at de dele den samme drøm om frihet og en god liv $."
3747,"I løpet av noen få minutter har han klart å skape kontakt med hver eneste person i forsamlingen og blåst opp en stor , inkluderende boble som det føles godt å være i .","i løp av noen få minutt ha han klare å skape kontakt med hver eneste person i forsamling og blåse opp en stor $, inkludere boble som det føles god å være i $."
3748,Obama går da tilbake til de dramatiske dagene for berlinerne i 1948 da en luftbro var nødvendig for å bryte sovjet-kommunistenes blokade av Vest-Berlin .,Obama gå da tilbake til de dramatisk dag for berliner i 1948 da en luftbro være nødvendig for å bryte sovjet-kommunist blokade av Vest-Berlin $.
3749,"Folk sultet , og vinteren var kald , men "" berlinerne nektet å gi opp "" .","folk sulte $, og vinter være kald $, men $"" berliner nekte å gi opp $"" $."
3750,"Mot alle odds ble luftbroen en suksess , partnerskapet mellom det amerikanske folk og berlinerne var et faktum .","mot all odds bli luftbro en suksess $, partnerskap mellom det amerikansk folk og berliner være en faktum $."
3751,"Ifølge Obama burde derfor alle i verden "" se til berlinerne "" for å lære , for eksempel , hvordan en mur kan rives ned .","ifølge Obama burde derfor alle i verden $"" se til berliner $"" for å lære $, for eksempel $, hvordan en mur kunne rive ned $."
3752,"Obama bruker effektive bilder som en luftbro med amerikanske fly og nedriving av en mur , til å fremme et saklig argument for at endring er mulig .","Obama bruke effektiv bilde som en luftbro med amerikansk fly og nedriving av en mur $, til å fremme en saklig argument for at endring være mulig $."
3753,Gjennom dette eksempelet gjør Obama alle berlinere samtidig til helter .,gjennom dette eksempel gjøre Obama all berliner samtidig til helt $.
3754,"Han får dem til å føle seg litt høyere , litt penere og litt sterkere .","han få de til å føle seg litt høy $, litt pen og litt sterk $."
3755,Obama minner alle om at verden i dag har store utfordringer og nevner blant annet terrorisme .,Obama minne alle om at verden i dag ha stor utfordring og nevne blant annen terrorisme $.
3756,Samtidig sier han at USA og Europa har drevet litt fra hverandre .,samtidig si han at USA og Europa ha drive litt fra hverandre $.
3757,"Han påpeker at tiden for å bygge broer er kommet , men at denne historiske sjansen vil kreve noe av oss - og her nevner han behovet for tyske soldater i Afghanistan , et kontroversielt tema også i Tyskland .","han påpeke at tid for å bygge bro være komme $, men at denne historisk sjanse ville kreve noe av vi $- og her nevne han behov for tysk soldat i Afghanistan $, en kontroversiell tema også i Tyskland $."
3758,Obama unnviker ikke alvorlige temaer .,Obama unnvike ikke alvorlig tema $.
3759,Han sier tydelig hva drømmen om en bedre verden vil kreve :,han si tydelig hva drøm om en god verden ville kreve $:
3760,Han motiverer til innsats gjennom å tegne det store bildet og vise målet og meningen med Tysklands bidrag .,han motivere til innsats gjennom å tegne det stor bilde og vise mål og mening med Tyskland bidrag $.
3761,Han argumenterer med at det er dette som er moralsk riktig .,han argumentere med at det være dette som være moralsk riktig $.
3762,Enkelte partier som for tiden har medvind i meningsmålinger spiller mest på folks misnøye og egoisme .,enkelt parti som for tid ha medvind i meningsmåling spille mye på folk misnøye og egoisme $.
3763,Men negative følelser skaper ikke begeistring .,men negativ følelse skape ikke begeistring $.
3764,"Ønsker partiene å begeistre oss , må de satse på positive følelser som gir håp , som inspirerer til handling og som gir oss en følelse av å være med på noe viktigere og større enn oss selv .","ønske parti å begeistre vi $, måtte de satse på positiv følelse som gi håp $, som inspirere til handling og som gi vi en følelse av å være med på noen viktig og stor enn vi selv $."
3765,Alle kan redusere sykefraværet |,alle kunne redusere sykefravær $|
3766,Ikke egnet .,ikke egne $.
3767,Evaluert .,evaluere $.
3768,Hvorfor er partene i arbeidslivet rørende enige om at intensjonsavtalen om et inkluderende arbeidsliv skal videreføres når resultatene hittil har vært så mistrøstige .,hvorfor være part i arbeidsliv rørende enig om at intensjonsavtale om en inkludere arbeidsliv skulle videreføre når resultat hittil ha være så mistrøstig $.
3769,"Avtalen om et inkluderende arbeidsliv ( IA-avtalen ) skal redusere sykefravær , øke avgangsalder fra arbeidslivet og øke rekrutteringen av personer med nedsatt funksjonsevne til arbeidslivet .","avtale om en inkludere arbeidsliv $( IA-avtale $) skulle redusere sykefravær $, øke avgangsalder fra arbeidsliv og øke rekruttering av person med nedsette funksjonsevne til arbeidsliv $."
3770,"Avtalen går ut ved årsskiftet , men partene i arbeidslivet er ivrige etter å forlenge avtalen til tross for marginale resultater så langt .","avtale gå ut ved årsskifte $, men part i arbeidsliv være ivrig etter å forlenge avtale til tross for marginal resultat så lang $."
3771,Når de velger å fortsette et lite effektivt samarbeid - samtidig som alle politiske partier virker paralysert og uten noe alternativ - kan det skyldes at ingen ønsker å ta den nødvendige diskusjonen om virkemidler som virkelig kan gi resultater .,når de velge å fortsette en lite effektiv samarbeid $- samtidig som all politisk parti virke paralysere og uten noen alternativ $- kunne det skyldes at ingen ønske å ta den nødvendig diskusjon om virkemiddel som virkelig kunne gi resultat $.
3772,SINTEF og Norges teknisk-naturvitenskapelige universitet har evaluert avtalen .,SINTEF og Norges teknisk-naturvitenskapelig universitet ha evaluere avtale $.
3773,"Det nasjonale målet på 20 prosent reduksjon i sykefravær er ikke nådd ; sykefraværet var bare 3,1 prosent lavere i 2008 enn i det første avtaleåret 2001 .","det nasjonal mål på 20 prosent reduksjon i sykefravær være ikke nå $; sykefravær være bare 3,1 prosent lav i 2008 enn i det første avtaleår 2001 $."
